no,feature,date,attr,std
0,Effective Federal Funds Rate,2020-01-01,0.8601595374274192,0.01883499602138378
1,Effective Federal Funds Rate,2020-02-01,-0.4936727679524552,0.014950080648418495
2,Effective Federal Funds Rate,2020-03-01,0.11118456907992479,0.024804628348291405
3,Effective Federal Funds Rate,2020-04-01,0.05637933616456375,0.018353918274083145
4,Effective Federal Funds Rate,2020-05-01,-0.03820592550599559,0.020911752396195204
5,Effective Federal Funds Rate,2020-06-01,-0.04836959241547549,0.020432380664656448
6,Effective Federal Funds Rate,2020-07-01,-0.15966175770061863,0.014699422967700307
7,Effective Federal Funds Rate,2020-08-01,-0.06978573235196982,0.017756252600116103
8,Effective Federal Funds Rate,2020-09-01,-0.17729345893042653,0.01684652422141392
9,Effective Federal Funds Rate,2020-10-01,0.28643117620989245,0.01073207726985982
10,Effective Federal Funds Rate,2020-11-01,-0.15869707244486578,0.007474916288356212
11,Effective Federal Funds Rate,2020-12-01,0.05383840894906558,0.012244887822316697
12,Effective Federal Funds Rate,2021-01-01,-0.1666876572748703,0.02351805395387821
13,Effective Federal Funds Rate,2021-02-01,-0.3776105634005166,0.022377278027413294
14,Effective Federal Funds Rate,2021-03-01,-0.09428295264693534,0.020018927063739263
15,Effective Federal Funds Rate,2021-04-01,-0.18255664412728495,0.02298625849413872
16,Effective Federal Funds Rate,2021-05-01,-0.3873259916066869,0.026478211322904642
17,Effective Federal Funds Rate,2021-06-01,0.10344369159972296,0.006842434359467156
18,Effective Federal Funds Rate,2021-07-01,0.11745855334151796,0.00022056174834527714
19,Effective Federal Funds Rate,2021-08-01,0.09043634978975247,0.020274232590899756
20,Effective Federal Funds Rate,2021-09-01,-0.06168075095073632,0.0065169651435072464
21,Effective Federal Funds Rate,2021-10-01,-0.02104789504302369,0.02396084313083385
22,Effective Federal Funds Rate,2021-11-01,0.24027803059448685,0.02426081436768877
23,Effective Federal Funds Rate,2021-12-01,0.04949743807408421,0.005678802283201628
24,Effective Federal Funds Rate,2022-01-01,0.20724376243679124,0.0036470238752975693
25,Effective Federal Funds Rate,2022-02-01,0.1826496725634417,0.006438328420603957
26,Effective Federal Funds Rate,2022-03-01,0.1315682509819229,0.025448369039034063
27,Effective Federal Funds Rate,2022-04-01,0.057022211513196606,0.003190609793415017
28,Effective Federal Funds Rate,2022-05-01,0.020029175702951766,0.006155738976574992
29,Effective Federal Funds Rate,2022-06-01,-0.014151947100821727,0.0012107347066015533
30,3M T-Bill: Secondary Market,2020-01-01,0.9827215865731099,0.0030943458406787567
31,3M T-Bill: Secondary Market,2020-02-01,-0.11863648206338415,0.005265282905598438
32,3M T-Bill: Secondary Market,2020-03-01,0.2051900101293301,0.01840314696447641
33,3M T-Bill: Secondary Market,2020-04-01,0.059430549976058886,0.005283382320539736
34,3M T-Bill: Secondary Market,2020-05-01,-0.07688583338730211,0.0058106768479991916
35,3M T-Bill: Secondary Market,2020-06-01,-0.0424223410459131,0.041889161216880515
36,3M T-Bill: Secondary Market,2020-07-01,-0.07809648184247774,0.0023848112449595727
37,3M T-Bill: Secondary Market,2020-08-01,-0.04421883579939319,0.020356515618924004
38,3M T-Bill: Secondary Market,2020-09-01,-0.31748369715673397,0.05098194503862525
39,3M T-Bill: Secondary Market,2020-10-01,0.35703791672841245,0.002921193228903134
40,3M T-Bill: Secondary Market,2020-11-01,-0.14278334553835456,0.00017009521552585155
41,3M T-Bill: Secondary Market,2020-12-01,0.044410655786742956,0.003519203579516139
42,3M T-Bill: Secondary Market,2021-01-01,-0.20260501104955803,0.03764699470552908
43,3M T-Bill: Secondary Market,2021-02-01,-0.4366334735564952,0.02627691975300001
44,3M T-Bill: Secondary Market,2021-03-01,-0.15391724666389575,0.020768931519171956
45,3M T-Bill: Secondary Market,2021-04-01,-0.23161745536039025,0.01564944700698805
46,3M T-Bill: Secondary Market,2021-05-01,-0.597253873320229,0.01006484387702989
47,3M T-Bill: Secondary Market,2021-06-01,0.15694941648559652,0.008560240410567665
48,3M T-Bill: Secondary Market,2021-07-01,0.19067538832901704,0.016819008370308728
49,3M T-Bill: Secondary Market,2021-08-01,0.13969158413553792,0.00270054869163258
50,3M T-Bill: Secondary Market,2021-09-01,-0.05354523054257733,0.00014828663677048554
51,3M T-Bill: Secondary Market,2021-10-01,-0.08774037873625964,0.05244992808952593
52,3M T-Bill: Secondary Market,2021-11-01,0.36017680704406807,0.08030391503628544
53,3M T-Bill: Secondary Market,2021-12-01,-0.028081945024542566,0.07713766100427985
54,3M T-Bill: Secondary Market,2022-01-01,0.2510468427731884,0.0338607587870814
55,3M T-Bill: Secondary Market,2022-02-01,0.17257812293408487,0.01632844010583735
56,3M T-Bill: Secondary Market,2022-03-01,0.07017353176736672,0.012413105283289745
57,3M T-Bill: Secondary Market,2022-04-01,0.0020236998498010072,0.007627974743856023
58,3M T-Bill: Secondary Market,2022-05-01,-0.0428492849646986,0.014388211978217304
59,3M T-Bill: Secondary Market,2022-06-01,-0.0007515685753949093,0.0013568313280605349
60,6M T-Bill: Secondary Market,2020-01-01,0.5015371812390919,0.00787419035662535
61,6M T-Bill: Secondary Market,2020-02-01,0.13487077845813644,0.03412153604032356
62,6M T-Bill: Secondary Market,2020-03-01,0.12111562318075518,0.07065567581506853
63,6M T-Bill: Secondary Market,2020-04-01,0.03989095928551576,0.13280631599833054
64,6M T-Bill: Secondary Market,2020-05-01,-0.1359099324460581,0.024607579912144163
65,6M T-Bill: Secondary Market,2020-06-01,-0.05872067679804874,0.02409912471500705
66,6M T-Bill: Secondary Market,2020-07-01,0.08574327414151738,0.0801106293246975
67,6M T-Bill: Secondary Market,2020-08-01,0.11170965422101044,0.0603329378951664
68,6M T-Bill: Secondary Market,2020-09-01,-0.3731726549039741,0.03753957681170501
69,6M T-Bill: Secondary Market,2020-10-01,0.32014130039794075,0.001362816913328986
70,6M T-Bill: Secondary Market,2020-11-01,-0.06878114703628006,0.060307758234996685
71,6M T-Bill: Secondary Market,2020-12-01,0.038196999111889306,0.020755640709496342
72,6M T-Bill: Secondary Market,2021-01-01,-0.10238182607005167,0.049286131839311575
73,6M T-Bill: Secondary Market,2021-02-01,-0.3506966838414422,0.09399263486865196
74,6M T-Bill: Secondary Market,2021-03-01,-0.07369203988381423,0.09166719816394342
75,6M T-Bill: Secondary Market,2021-04-01,-0.179383973337249,0.01264679529776733
76,6M T-Bill: Secondary Market,2021-05-01,-0.4773762065966928,0.022646086398286955
77,6M T-Bill: Secondary Market,2021-06-01,0.1119131702548218,0.09823079949213698
78,6M T-Bill: Secondary Market,2021-07-01,0.11827877801242519,0.02860699351565782
79,6M T-Bill: Secondary Market,2021-08-01,0.09002090613111921,0.02364460918644631
80,6M T-Bill: Secondary Market,2021-09-01,-0.09469830203698189,0.0040665383276064756
81,6M T-Bill: Secondary Market,2021-10-01,-0.07441366236948162,0.00822518185826778
82,6M T-Bill: Secondary Market,2021-11-01,0.17992050773203286,0.0019576335383433615
83,6M T-Bill: Secondary Market,2021-12-01,-0.19682230530559308,0.09172161347130388
84,6M T-Bill: Secondary Market,2022-01-01,0.021996272897142052,0.005671766477705289
85,6M T-Bill: Secondary Market,2022-02-01,0.03791117778663273,0.01951916666584162
86,6M T-Bill: Secondary Market,2022-03-01,-0.004279413400604497,0.005847334883960936
87,6M T-Bill: Secondary Market,2022-04-01,-0.04843752537396555,0.005992185458229879
88,6M T-Bill: Secondary Market,2022-05-01,-0.17822055413450352,0.060523872808161246
89,6M T-Bill: Secondary Market,2022-06-01,0.10607966276083684,0.054534976460202965
90,2-Year Treasury Rate,2020-01-01,0.348127398953113,0.11372304729881608
