no,feature,date,attr,std
0,Effective Federal Funds Rate,2020-01-01,-0.07725760951620837,0.051942727117657274
1,Effective Federal Funds Rate,2020-02-01,-0.3506528276638942,0.04304029414186342
2,Effective Federal Funds Rate,2020-03-01,-0.5381117729057403,0.05052825308739542
3,Effective Federal Funds Rate,2020-04-01,0.05445153777859061,0.045381073294617914
4,Effective Federal Funds Rate,2020-05-01,0.05270648590130235,0.04244364962106538
5,Effective Federal Funds Rate,2020-06-01,0.06303791419023222,0.03935699415475397
6,Effective Federal Funds Rate,2020-07-01,0.07370570297130563,0.03365368231923401
7,Effective Federal Funds Rate,2020-08-01,-0.0906099713841411,0.03147354575943054
8,Effective Federal Funds Rate,2020-09-01,0.14483059974325796,0.029636819827170358
9,Effective Federal Funds Rate,2020-10-01,0.3375377467591826,0.025109682088176172
10,Effective Federal Funds Rate,2020-11-01,0.18102367536195632,0.017764208977973813
11,Effective Federal Funds Rate,2020-12-01,0.08274177970663074,0.016486133013361118
12,Effective Federal Funds Rate,2021-01-01,0.009840437706358536,0.051512516891016234
13,Effective Federal Funds Rate,2021-02-01,0.44431486882742627,0.055934381081763365
14,Effective Federal Funds Rate,2021-03-01,0.06463894230334008,0.03525536758543715
15,Effective Federal Funds Rate,2021-04-01,-0.17472452019516363,0.05511557588892442
16,Effective Federal Funds Rate,2021-05-01,0.36957254465294875,0.06050514448920966
17,Effective Federal Funds Rate,2021-06-01,-0.09652443556752738,0.01586725270889562
18,Effective Federal Funds Rate,2021-07-01,-0.11618947061537514,0.0005692243881080722
19,Effective Federal Funds Rate,2021-08-01,-0.09226052643580489,0.026265313176986195
20,Effective Federal Funds Rate,2021-09-01,0.15039810331848233,0.013539354721914877
21,Effective Federal Funds Rate,2021-10-01,0.08483895689818663,0.044533430158612275
22,Effective Federal Funds Rate,2021-11-01,-0.23184045187884258,0.004028472094631084
23,Effective Federal Funds Rate,2021-12-01,-0.08452061790793064,0.03577850181468926
24,Effective Federal Funds Rate,2022-01-01,-0.17957633550480248,0.012297921570255412
25,Effective Federal Funds Rate,2022-02-01,-0.06977769679613532,0.013823227185062867
26,Effective Federal Funds Rate,2022-03-01,-0.0991898897072858,0.02274033029442078
27,Effective Federal Funds Rate,2022-04-01,0.016624032333554094,0.005891093190015016
28,Effective Federal Funds Rate,2022-05-01,-0.013875074872518328,0.012886340241231265
29,Effective Federal Funds Rate,2022-06-01,-0.01260274986491983,0.0026840648083397054
30,3M T-Bill: Secondary Market,2020-01-01,-0.6220768059461952,0.007093406497373006
31,3M T-Bill: Secondary Market,2020-02-01,-0.4735984870935146,0.012165057862570333
32,3M T-Bill: Secondary Market,2020-03-01,-0.49255269327842627,0.03253283552933557
33,3M T-Bill: Secondary Market,2020-04-01,0.05639368766960877,0.008101999230559145
34,3M T-Bill: Secondary Market,2020-05-01,0.09096413700484748,0.010832919248233184
35,3M T-Bill: Secondary Market,2020-06-01,0.06778715087117088,0.06827358810411244
36,3M T-Bill: Secondary Market,2020-07-01,0.1382543606060678,0.004521429264472073
37,3M T-Bill: Secondary Market,2020-08-01,-0.08595833970529164,0.018005717477978717
38,3M T-Bill: Secondary Market,2020-09-01,0.27581221096893477,0.09345527333732474
39,3M T-Bill: Secondary Market,2020-10-01,0.5689517219975212,0.003013350787696502
40,3M T-Bill: Secondary Market,2020-11-01,0.17499762354835985,0.00031538195263140165
41,3M T-Bill: Secondary Market,2020-12-01,0.10227578494485302,0.008167682992703432
42,3M T-Bill: Secondary Market,2021-01-01,0.002948138388948297,0.09196954362605403
43,3M T-Bill: Secondary Market,2021-02-01,0.5808340279039612,0.05347846698464578
44,3M T-Bill: Secondary Market,2021-03-01,0.13781013928701888,0.05005374687720224
45,3M T-Bill: Secondary Market,2021-04-01,-0.21200819079544989,0.022472099927895544
46,3M T-Bill: Secondary Market,2021-05-01,0.575417489996786,0.014142097329005282
47,3M T-Bill: Secondary Market,2021-06-01,-0.16697300056708386,0.014447679478981509
48,3M T-Bill: Secondary Market,2021-07-01,-0.18622890419039403,0.03642516285008484
