no,feature,date,attr,std
0,Effective Federal Funds Rate,2020-01-01,0.9141310538884955,0.0733208566278708
1,Effective Federal Funds Rate,2020-02-01,-0.1751863499772492,0.09222814625653693
2,Effective Federal Funds Rate,2020-03-01,0.13093112155740455,0.09585239142199534
3,Effective Federal Funds Rate,2020-04-01,0.05594269964180416,0.0597444020724559
4,Effective Federal Funds Rate,2020-05-01,-0.054357331348704095,0.054847837981553314
5,Effective Federal Funds Rate,2020-06-01,-0.07667890312788038,0.05067741798397248
6,Effective Federal Funds Rate,2020-07-01,-0.13824229650785075,0.04635055598122699
7,Effective Federal Funds Rate,2020-08-01,-0.044420476355891476,0.04393549967653757
8,Effective Federal Funds Rate,2020-09-01,-0.28932385612358624,0.0389898862963407
9,Effective Federal Funds Rate,2020-10-01,0.041116146876426105,0.03325968744841693
10,Effective Federal Funds Rate,2020-11-01,-0.15885548845937122,0.02154229112542592
11,Effective Federal Funds Rate,2020-12-01,0.04335587725911187,0.04890143732354941
12,Effective Federal Funds Rate,2021-01-01,0.02687176134774784,0.08223760896782661
13,Effective Federal Funds Rate,2021-02-01,0.12160413789822967,0.05929314519749749
14,Effective Federal Funds Rate,2021-03-01,-0.08067695538719737,0.0391007861681798
15,Effective Federal Funds Rate,2021-04-01,-0.17831628654896017,0.0889398811121515
16,Effective Federal Funds Rate,2021-05-01,-0.4026694786091325,0.0729982024695415
17,Effective Federal Funds Rate,2021-06-01,0.10810701289246819,0.019585428559313486
18,Effective Federal Funds Rate,2021-07-01,0.11527409542414634,0.00079856408846333
19,Effective Federal Funds Rate,2021-08-01,0.08999703065371265,0.039276642867303785
20,Effective Federal Funds Rate,2021-09-01,-0.13988415852100675,0.027737737021190353
21,Effective Federal Funds Rate,2021-10-01,-0.057408524874485986,0.0817922978334123
22,Effective Federal Funds Rate,2021-11-01,0.2426876081662598,0.10016005071621491
23,Effective Federal Funds Rate,2021-12-01,0.08918845580238619,0.09079801330828463
24,Effective Federal Funds Rate,2022-01-01,0.18344101417813433,0.019596440119232388
25,Effective Federal Funds Rate,2022-02-01,-0.1910856052033135,0.015871412738868225
26,Effective Federal Funds Rate,2022-03-01,-0.0033697671485828653,0.05650971804007998
27,Effective Federal Funds Rate,2022-04-01,-0.05792005443758208,0.005230648219968874
28,Effective Federal Funds Rate,2022-05-01,-0.002424219431518667,0.023429638664733736
29,Effective Federal Funds Rate,2022-06-01,0.015291354152587075,0.005575912073158515
30,3M T-Bill: Secondary Market,2020-01-01,0.6600936582329331,0.008822757431661285
31,3M T-Bill: Secondary Market,2020-02-01,0.2024674382667189,0.015058678015221419
32,3M T-Bill: Secondary Market,2020-03-01,0.17455394539272912,0.05871315259926993
33,3M T-Bill: Secondary Market,2020-04-01,0.060440619472218536,0.007853315281325223
34,3M T-Bill: Secondary Market,2020-05-01,-0.051481591429303565,0.013490105095181655
35,3M T-Bill: Secondary Market,2020-06-01,-0.0580643286560567,0.030830354563821317
36,3M T-Bill: Secondary Market,2020-07-01,-0.051540870012043674,0.0050079944830918564
37,3M T-Bill: Secondary Market,2020-08-01,0.0028294520667452184,0.06676442565876464
38,3M T-Bill: Secondary Market,2020-09-01,-0.4218818823663015,0.10466847786385731
39,3M T-Bill: Secondary Market,2020-10-01,0.1720090043539026,0.008860996408775046
40,3M T-Bill: Secondary Market,2020-11-01,-0.14251197739432234,0.0005789524387133765
41,3M T-Bill: Secondary Market,2020-12-01,0.03357518097505144,0.008194652007116129
42,3M T-Bill: Secondary Market,2021-01-01,0.11347499793232893,0.1150359753428343
43,3M T-Bill: Secondary Market,2021-02-01,0.19158951052163614,0.08825066322723035
44,3M T-Bill: Secondary Market,2021-03-01,-0.16775902406602994,0.06795170321581524
45,3M T-Bill: Secondary Market,2021-04-01,-0.2263830568562408,0.030230908445544723
46,3M T-Bill: Secondary Market,2021-05-01,-0.6179078379272668,0.02841550060873989
47,3M T-Bill: Secondary Market,2021-06-01,0.1443459476740776,0.011076512955649369
48,3M T-Bill: Secondary Market,2021-07-01,0.18529522199761125,0.04062392052068736
49,3M T-Bill: Secondary Market,2021-08-01,0.14005196675098577,0.004148052253295958
50,3M T-Bill: Secondary Market,2021-09-01,-0.18739011630033156,0.0004587513194539639
51,3M T-Bill: Secondary Market,2021-10-01,-0.12433959647778998,0.11849376788360219
52,3M T-Bill: Secondary Market,2021-11-01,0.3551991282586186,0.15344335550651841
53,3M T-Bill: Secondary Market,2021-12-01,0.08097884620439953,0.1408928540527197
54,3M T-Bill: Secondary Market,2022-01-01,0.13818446160211104,0.059538414253320425
55,3M T-Bill: Secondary Market,2022-02-01,-0.16150448478608007,0.03484204743657878
56,3M T-Bill: Secondary Market,2022-03-01,-0.04076693185253712,0.026055715135910415
57,3M T-Bill: Secondary Market,2022-04-01,-0.0021229866878224903,0.012825127936167378
58,3M T-Bill: Secondary Market,2022-05-01,0.02531082778334247,0.024585836105462465
59,3M T-Bill: Secondary Market,2022-06-01,0.0059589656864263004,0.0023770231741246
60,6M T-Bill: Secondary Market,2020-01-01,-0.03346340354641804,0.016449804844298158
61,6M T-Bill: Secondary Market,2020-02-01,0.4110109523512861,0.0572969835665308
62,6M T-Bill: Secondary Market,2020-03-01,0.10280798921067638,0.12171526878605148
63,6M T-Bill: Secondary Market,2020-04-01,0.04395771374309688,0.18577810753636692
64,6M T-Bill: Secondary Market,2020-05-01,-0.07746966858280131,0.03758403225369592
65,6M T-Bill: Secondary Market,2020-06-01,-0.028946448646483783,0.032141347707068293
66,6M T-Bill: Secondary Market,2020-07-01,0.10962427479737219,0.14692058027852986
67,6M T-Bill: Secondary Market,2020-08-01,0.14785958727588747,0.13953359271286536
68,6M T-Bill: Secondary Market,2020-09-01,-0.432243475324254,0.09185126996380519
69,6M T-Bill: Secondary Market,2020-10-01,0.2637276976515027,0.0035412664089260015
70,6M T-Bill: Secondary Market,2020-11-01,-0.0668032763773499,0.08793899604274275
71,6M T-Bill: Secondary Market,2020-12-01,0.04014599168159015,0.028399561557960782
72,6M T-Bill: Secondary Market,2021-01-01,0.12521374678529226,0.09741550484645699
73,6M T-Bill: Secondary Market,2021-02-01,0.1694568852743684,0.1401955407739183
74,6M T-Bill: Secondary Market,2021-03-01,-0.18344544250270015,0.15317347166063577
75,6M T-Bill: Secondary Market,2021-04-01,-0.1844786486863315,0.019022014634604626
76,6M T-Bill: Secondary Market,2021-05-01,-0.49438416244743044,0.035886802560490066
77,6M T-Bill: Secondary Market,2021-06-01,0.08852415709696898,0.1539052241642521
78,6M T-Bill: Secondary Market,2021-07-01,0.11109530591248844,0.04707314187583622
79,6M T-Bill: Secondary Market,2021-08-01,0.09085645004145346,0.0324171854631319
80,6M T-Bill: Secondary Market,2021-09-01,-0.18151824533830768,0.0052338925762916875
81,6M T-Bill: Secondary Market,2021-10-01,-0.04551308636935191,0.01840420133204394
82,6M T-Bill: Secondary Market,2021-11-01,0.15092678010426305,0.003712963162051029
83,6M T-Bill: Secondary Market,2021-12-01,0.04349599397427917,0.14277331349057154
84,6M T-Bill: Secondary Market,2022-01-01,-0.13241146148752644,0.010235327878428825
85,6M T-Bill: Secondary Market,2022-02-01,-0.020263140424035087,0.037581011844101404
86,6M T-Bill: Secondary Market,2022-03-01,0.027312756870082822,0.00968425576716065
87,6M T-Bill: Secondary Market,2022-04-01,0.05780085355033605,0.010030572972979023
88,6M T-Bill: Secondary Market,2022-05-01,0.16942091450578933,0.09453000491599917
89,6M T-Bill: Secondary Market,2022-06-01,-0.0989547123939048,0.08386895421301588
90,2-Year Treasury Rate,2020-01-01,0.015103943288997399,0.14010191721398313
91,2-Year Treasury Rate,2020-02-01,0.2044907297682023,0.022157306476727954
92,2-Year Treasury Rate,2020-03-01,-0.014795429774914699,0.014275800958580344
93,2-Year Treasury Rate,2020-04-01,-0.019790965393910114,0.1364976167966749
94,2-Year Treasury Rate,2020-05-01,-0.020645626556876007,0.21816613008427682
95,2-Year Treasury Rate,2020-06-01,0.03938624390327154,0.11891891464772394
96,2-Year Treasury Rate,2020-07-01,0.3010314588210119,0.0538261974923148
97,2-Year Treasury Rate,2020-08-01,0.23641114344063768,0.02255737413656886
98,2-Year Treasury Rate,2020-09-01,-0.2366486405129746,0.10699888494765097
99,2-Year Treasury Rate,2020-10-01,0.34546401105261804,0.046752524067316614
100,2-Year Treasury Rate,2020-11-01,0.11565175903636711,0.13326028676142285
101,2-Year Treasury Rate,2020-12-01,-0.013505555398932253,0.22557025450665188
102,2-Year Treasury Rate,2021-01-01,0.15735757475474646,0.06782901868591983
103,2-Year Treasury Rate,2021-02-01,0.050613925697812444,0.07921983517042328
104,2-Year Treasury Rate,2021-03-01,-0.11124482736961182,0.0529633876449322
105,2-Year Treasury Rate,2021-04-01,-0.010582781850717102,0.011464957934678607
106,2-Year Treasury Rate,2021-05-01,-0.1591406068462587,0.0064003497654097005
107,2-Year Treasury Rate,2021-06-01,-0.0138207916950167,0.0006606818583818629
108,2-Year Treasury Rate,2021-07-01,0.024454143244810867,0.004495094432270179
109,2-Year Treasury Rate,2021-08-01,0.0209667264304182,0.009457588965431364
110,2-Year Treasury Rate,2021-09-01,-0.0384060685967619,0.008812402907255705
111,2-Year Treasury Rate,2021-10-01,-0.060270312525178754,0.015984318715725684
112,2-Year Treasury Rate,2021-11-01,-0.01369835331425885,0.05279583134981677
113,2-Year Treasury Rate,2021-12-01,-0.032325761255508255,0.08093388747733173
114,2-Year Treasury Rate,2022-01-01,-0.03696081768497993,0.03437965517159194
115,2-Year Treasury Rate,2022-02-01,-0.06805465831835898,0.011046782059733855
116,2-Year Treasury Rate,2022-03-01,0.24792242899369485,0.0007897567043028857
117,2-Year Treasury Rate,2022-04-01,-0.06093982040082231,0.10054777601247065
118,2-Year Treasury Rate,2022-05-01,0.47169763402682724,0.1054478791731698
119,2-Year Treasury Rate,2022-06-01,-0.26219256268979857,0.032087953245680055
120,3Y Treasury Constant Maturity,2020-01-01,0.40096644249897095,0.0012037185521982313
121,3Y Treasury Constant Maturity,2020-02-01,-0.21634078457018308,0.022841981336197133
122,3Y Treasury Constant Maturity,2020-03-01,0.011133880190246354,0.006933764077891469
123,3Y Treasury Constant Maturity,2020-04-01,-0.018481191199972036,0.044788328151401664
124,3Y Treasury Constant Maturity,2020-05-01,-0.001315119969804557,0.04205046548406174
125,3Y Treasury Constant Maturity,2020-06-01,0.07173491375292845,0.038732755395690446
126,3Y Treasury Constant Maturity,2020-07-01,0.4453619004140231,0.006977747813819403
127,3Y Treasury Constant Maturity,2020-08-01,0.08107026494846332,0.0158296607599036
128,3Y Treasury Constant Maturity,2020-09-01,-0.044454975694954185,0.017777189056578806
129,3Y Treasury Constant Maturity,2020-10-01,0.09195567905758494,0.01590033888952498
130,3Y Treasury Constant Maturity,2020-11-01,0.039102028394789934,0.009246178741108722
131,3Y Treasury Constant Maturity,2020-12-01,0.015758608744236128,0.0024952768033623
132,3Y Treasury Constant Maturity,2021-01-01,-0.008739762598891629,0.013539135421373905
133,3Y Treasury Constant Maturity,2021-02-01,-0.11262694705926424,0.00156388858040183
134,3Y Treasury Constant Maturity,2021-03-01,0.019407543919622454,0.03419862077422136
135,3Y Treasury Constant Maturity,2021-04-01,-0.03429187082458509,0.0036155661503562623
136,3Y Treasury Constant Maturity,2021-05-01,-0.03431267135467455,0.031355627159074785
137,3Y Treasury Constant Maturity,2021-06-01,-0.023234411907093272,0.04922201715431249
138,3Y Treasury Constant Maturity,2021-07-01,0.010698618963134532,0.009925767288884736
139,3Y Treasury Constant Maturity,2021-08-01,0.004879107416193511,0.029228789920680655
140,3Y Treasury Constant Maturity,2021-09-01,-0.03245369470132136,0.04332012486886944
141,3Y Treasury Constant Maturity,2021-10-01,-0.03142568865237919,0.020191078127056814
142,3Y Treasury Constant Maturity,2021-11-01,-0.013521395933160759,0.05254310551145551
143,3Y Treasury Constant Maturity,2021-12-01,0.00016866235941847353,0.04228026248790451
144,3Y Treasury Constant Maturity,2022-01-01,0.05735356035600675,0.023921031276085785
